RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event
43950400,43950061,KOR,HIDDINK Guus (NED),S,4,J C CHOI,,O56'
97410100,97410003,ENG,Sven-G�ran ERIKSSON (SWE),S,10,OWEN,,O56'
97410100,97410012,JPN,ZICO (BRA),S,19,TSUBOI,,O56'
97410100,97410009,ITA,LIPPI Marcello (ITA),S,10,TOTTI ,,O56'
97410100,97410011,CRO,KRANJCAR Zlatko (CRO),S,17,KLASNIC,,O56'
97410100,97410018,CRC,GUIMARAES Alexandre (CRC),S,12,GONZALEZ L.,,O56'
97410100,97410026,CZE,BRUCKNER Karel (CZE),S,8,POBORSKY,,O56'
97410100,97410027,AUS,HIDDINK Guus (NED),S,4,CAHILL,,O56'
97410100,97410035,ENG,Sven-G�ran ERIKSSON (SWE),S,5,FERDINAND,,O56'
97410100,97410037,NED,VAN BASTEN Marco (NED),S,9,V. NISTELROOY,,O56'
97410100,97410043,JPN,ZICO (BRA),S,8,OGASAWARA,,O56'
97410200,97410052,NED,VAN BASTEN Marco (NED),S,4,MATHIJSEN,,O56'
97410200,97410053,ITA,LIPPI Marcello (ITA),S,9,TONI,,O56'
97410600,97410064,FRA,DOMENECH Raymond (FRA),S,4,VIEIRA,,O56'
249722,300061478,DEN,OLSEN Morten (DEN),S,20,ENEVOLDSEN,,O56'
249722,300061469,GHA,RAJEVAC Milovan (SRB),S,12,TAGOE,,O56'
249722,300061480,ITA,LIPPI Marcello (ITA),S,22,MONTOLIVO,,O56'
249722,300061473,CMR,Paul LE GUEN (FRA),S,12,BONG,,O56'
249718,300061506,ESP,DEL BOSQUE Vicente (ESP),S,9,TORRES,,O56'
255931,300186499,KOR,HONG Myungbo (KOR),S,10,C Y PARK,,O56'
255951,300186508,NED,Louis VAN GAAL (NED),S,12,VERHAEGH,,O56'
255951,300186508,NED,Louis VAN GAAL (NED),S,12,VERHAEGH,,O56'
250,1881,ISR,SHEFFER Emmanuel (ISR),S,14,Dani SHMULEVICH ROM,,O57'
262,1953,CHI,ALAMOS Luis (CHI),S,8,Francisco VALDES,C,O57'
263,2170,POL,GORSKI Kazimierz (POL),S,17,Andrzej SZARMACH,,O57'
293,833,PER,TIM (BRA),S,5,German LEGUIA,,O57'
293,833,PER,TIM (BRA),S,10,Teofilo CUBILLAS,,O57'
293,1012,KUW,PARREIRA Carlos Alberto (BRA),S,18,Mohamed KARAM,,O57'
294,1058,URS,BESKOV Konstantin (RUS),S,7,Ramaz SHENGELIA,,O57'
308,701,POL,PIECHNICZEK Antoni (POL),S,13,Ryszard KOMORNICKI,,O57'
308,522,URU,BORRAS Omar (URU),S,7,Antonio ALZAMENDI,,O57'
308,522,DEN,PIONTEK Sepp (GER),S,12,Jens BERTELSEN,,O57'
308,522,URU,BORRAS Omar (URU),S,11,Sergio SANTIN,,O57'
308,476,URS,LOBANOVSKYI Valeriy (UKR),S,18,Oleg PROTASOV,,O57'
3469,564,FRG,BECKENBAUER Franz (GER),S,11,Karl-Heinz RUMMENIGGE,C,O57'
322,119,UAE,PARREIRA Carlos Alberto (BRA),S,7,FAHAD KHAMEES,C,O57'
337,3058,NED,Dick ADVOCAAT (NED),S,7,OVERMARS,,O57'
337,3070,MAR,BLINDA Abdellah (MAR),S,2,Nacer ABDELLAH,,O57'
1014,8726,ITA,MALDINI Cesare (ITA),S,16,Roberto DI MATTEO,,O57'
1014,8750,MEX,LAPUENTE Manuel (MEX),S,20,Jaime ORDIALES,,O57'
1014,8753,GER,VOGTS Berti (GER),S,7,M�LLER,,O57'
1014,8753,YUG,SANTRAC Slobodan (SRB),S,22,Darko KOVACEVIC,,O57'
1014,8754,USA,SAMPSON Steve (USA),S,7,Roy WEGERLE,,O57'
1014,8754,USA,SAMPSON Steve (USA),S,10,Tab RAMOS,,O57'
1024,8777,GER,VOGTS Berti (GER),S,3,Joerg HEINRICH,,O57'
43950100,43950008,SVN,KATANEC Srecko (SVN),S,9,OSTERC,,O57'
43950100,43950012,CRC,GUIMARAES Alexandre (CRC),S,7,FONSECA,,O57'
43950100,43950025,CRO,JOZIC Mirko (CRO),S,7,VUGRINEC,,O57'
43950100,43950029,RUS,ROMANTSEV Oleg (RUS),S,4,SMERTIN,,O57'
43950100,43950041,BRA,SCOLARI Luiz Felipe (BRA),S,20,EDILSON,,O57'
43950200,43950054,BRA,SCOLARI Luiz Felipe (BRA),S,19,JUNINHO,,O57'
97410100,97410031,TUN,LEMERRE Roger (FRA),S,13,BOUAZIZI,C,O57'
97410100,97410031,ESP,ARAGONES Luis (ESP),S,21,DAVID VILLA,,O57'
249722,300061452,RSA,PARREIRA Carlos Alberto (BRA),S,12,LETSHOLONYANE,,O57'
249722,300061450,MEX,Javier AGUIRRE (MEX),S,15,H MORENO,,O57'
249722,300111115,NGA,LAGERBACK Lars (SWE),S,4,KANU,C,O57'
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,23,VERRATTI,,O57'
255931,300186454,JPN,ZACCHERONI Alberto (ITA),S,18,OSAKO,,O57'
255931,300186500,ITA,Cesare PRANDELLI (ITA),S,6,CANDREVA,,O57'
255931,300186511,BIH,SUSIC Safet (BIH),S,20,HAJROVI?,,O57'
255931,300186481,BEL,WILMOTS Marc (BEL),S,9,LUKAKU,,O57'
255931,300186495,KOR,HONG Myungbo (KOR),S,10,C Y PARK,,O57'
255951,300186487,CHI,SAMPAOLI Jorge (ARG),S,11,VARGAS,,O57'
255957,300186502,BRA,SCOLARI Luiz Felipe (BRA),S,8,PAULINHO,,O57'
255951,300186487,CHI,SAMPAOLI Jorge (ARG),S,11,VARGAS,,O57'
255957,300186502,BRA,SCOLARI Luiz Felipe (BRA),S,8,PAULINHO,,O57'
250,1774,BUL,BOZHKOV Stefan (BUL),S,15,Boris GAGANELOV,C,O58'
250,1774,FRG,SCHOEN Helmut (FRG),S,17,Hennes LOEHR,,O58'
250,1820,SLV,CARRASCO Hernan (CHI),S,11,Ernesto APARICIO,,O58'
250,1922,SWE,BERGMARK Orvar (SWE),S,9,Ove KINDVALL,,O58'
293,959,HON,DE LA PAZ Jose (HON),S,13,Prudencio NORALES,,O58'
293,740,CHI,SANTIBANEZ Luis Alberto (CHI),S,13,Carlos CASZELY,,O58'
294,753,ARG,MENOTTI Cesar Luis (ARG),S,6,Ramon DIAZ,,O58'
308,571,URS,LOBANOVSKYI Valeriy (UKR),S,9,Aleksandr ZAVAROV,,O58'
308,680,MEX,MILUTINOVIC Bora (YUG),S,10,Tomas BOY,C,O58'
308,378,ALG,SAADANE Rabah (ALG),S,14,Djamel ZIDANE,,O58'
309,568,ITA,BEARZOT Enzo (ITA),S,19,Giuseppe GALDERISI,,O58'
309,536,ENG,ROBSON Bobby (ENG),S,16,Peter REID,,O58'
714,575,FRG,BECKENBAUER Franz (GER),S,11,Karl-Heinz RUMMENIGGE,C,O58'
322,263,TCH,VENGLOS Jozef (SVK),S,14,Vladimir WEISS,,O58'
322,228,NED,BEENHAKKER Leo (NED),S,11,Richard WITSCHGE,,O58'
338,3086,SUI,Roy HODGSON (ENG),S,3,Yvan QUENTIN,,O58'
1014,8731,ESP,CLEMENTE Javier (ESP),S,11,ALFONSO,,O58'
1014,8735,YUG,SANTRAC Slobodan (SRB),S,17,Savo MILOSEVIC,,O58'
1014,8746,DEN,JOHANSSON Bo (SWE),S,10,LAUDRUP M.,C,O58'
1014,8746,DEN,JOHANSSON Bo (SWE),S,19,Ebbe SAND,,O58'
1014,8745,FRA,JACQUET Aime (FRA),S,13,Bernard DIOMEDE,,O58'
1014,8768,USA,SAMPSON Steve (USA),S,9,Joe Max MOORE,,O58'
1014,8771,JPN,OKADA Takeshi (JPN),S,5,Norio OMURA,,O58'
1014,8771,JPN,OKADA Takeshi (JPN),S,18,Shoji JO,,O58'
1028,8787,NED,HIDDINK Guus (NED),S,8,Dennis BERGKAMP,,O58'
43950100,43950027,ECU,GOMEZ Hernan (COL),S,5,OBREGON,,O58'
43950100,43950037,ARG,BIELSA Marcelo (ARG),S,9,BATISTUTA,C,O58'
43950100,43950048,USA,ARENA Bruce (USA),S,20,Mc BRIDE,,O58'
43950300,43950058,USA,ARENA Bruce (USA),S,20,Mc BRIDE,,O58'
97410100,97410019,ENG,Sven-G�ran ERIKSSON (SWE),S,10,OWEN,,O58'
97410100,97410019,ENG,Sven-G�ran ERIKSSON (SWE),S,15,CARRAGHER,,O58'
249722,300061465,ALG,SAADANE Rabah (ALG),S,11,DJEBBOUR,,O58'
249722,300061487,PRK,KIM Jong Hun (PRK),S,4,P. NAM CHOL,,O58'
249722,300061487,PRK,KIM Jong Hun (PRK),S,11,M. IN GUK,,O58'
249717,300061498,ESP,DEL BOSQUE Vicente (ESP),S,9,TORRES,,O58'
249717,300061498,POR,Carlos QUEIR�S (POR),S,18,H. ALMEIDA,,O58'
255931,300186496,HON,SUAREZ Luis (COL),S,17,NAJAR,,O58'
255931,300186479,BEL,WILMOTS Marc (BEL),S,9,LUKAKU,,O58'
255931,300186511,BIH,SUSIC Safet (BIH),S,16,LULI?,,O58'
255931,300186472,CMR,Volker FINKE (GER),S,8,MOUKANDJO,,O58'
255931,300186452,CRO,KOVAC Niko (CRO),S,2,VRSALJKO,,O58'
250,1780,BUL,BOZHKOV Stefan (BUL),S,7,Georgi POPOV,,O59'
262,1996,BUL,MLADENOV Hristo (BUL),S,17,Asparukh NIKODIMOV,,O59'
262,1987,BRA,ZAGALLO Mario (BRA),S,5,WILSON PIAZZA,C,O59'
278,2337,SWE,ERICSON Georg (SWE),S,22,Ralf EDSTROM,,O59'
639,2198,NED,HAPPEL Ernst (AUT),S,16,Johnny REP,,O59'
293,919,FRA,HIDALGO Michel (FRA),S,5,Gerard JANVION,,O59'
308,394,ARG,BILARDO Carlos (ARG),S,2,Sergio BATISTA,,O59'
308,377,BRA,SANTANA Tele (BRA),S,8,CASAGRANDE,,O59'
309,463,BUL,VUTSOV Ivan (BUL),S,11,Plamen GETOV,,O59'
309,444,POL,PIECHNICZEK Antoni (POL),S,2,Kazimierz PRZYBYS,,O59'
322,108,CMR,NEPOMNYASHCHI Valeri (RUS),S,21,Emmanuel MABOANG,,O59'
322,160,ENG,ROBSON Bobby (ENG),S,8,Chris WADDLE,,O59'
337,3059,GRE,PANAGOULIAS Alkis (GRE),S,9,Nikos MACHLAS,,O59'
1014,8741,SCO,BROWN Craig (SCO),S,4,Colin CALDERWOOD,,O59'
43950100,43950011,ECU,GOMEZ Hernan (COL),S,20,E. TENORIO,,O59'
43950100,43950044,CRO,JOZIC Mirko (CRO),S,10,KOVAC N.,,O59'
97410100,97410021,ARG,Jos� P�KERMAN (ARG),S,7,SAVIOLA,,O59'
97410100,97410042,GHA,DUJKOVIC Ratomir (SRB),S,14,AMOAH,,O59'
249722,300061459,GRE,REHHAGEL Otto (GER),S,7,SAMARAS,,O59'
249722,300061484,ITA,LIPPI Marcello (ITA),S,15,MARCHISIO,,O59'
255931,300186512,GHA,APPIAH James (GHA),S,13,J. AYEW,,O59'
255931,300186484,CRC,PINTO Jorge Luis (COL),S,14,BRENES R.,,O59'
255931,300186469,USA,KLINSMANN Juergen (GER),S,14,DAVIS,,O59'
255951,300186462,NGA,KESHI Stephen (NGA),S,17,ONAZI,,O59'
255953,300186504,BEL,WILMOTS Marc (BEL),S,17,ORIGI,,O59'
255951,300186462,NGA,KESHI Stephen (NGA),S,17,ONAZI,,O59'
255953,300186504,BEL,WILMOTS Marc (BEL),S,17,ORIGI,,O59'
278,2200,ITA,BEARZOT Enzo (ITA),S,2,Mauro BELLUGI,,O6'
250,1769,BRA,ZAGALLO Mario (BRA),S,16,EVERALDO,,O60'
251,1882,MEX,CARDENAS Raul (MEX),S,8,Antonio MUNGUIA,,O60'
262,1949,ARG,CAP Vladislao (ARG),S,20,Enrique WOLFF,,O60'
262,2181,SWE,ERICSON Georg (SWE),S,15,Benno MAGNUSSON,,O60'
263,2167,SWE,ERICSON Georg (SWE),S,5,Bjorn ANDERSSON,,O60'
278,2216,ESP,KUBALA Ladislao (ESP),S,19,Carles REXACH,,O60'
278,2454,POL,GMOCH Jacek (POL),S,17,Andrzej SZARMACH,,O60'
278,2224,SWE,ERICSON Georg (SWE),S,7,Anders LINDEROTH,,O60'
278,2405,PER,CALDERON Marcos (PER),S,19,Guillermo LA ROSA,,O60'
279,2220,NED,HAPPEL Ernst (AUT),S,10,Rene VAN DE KERKHOF,,O60'
279,2196,ARG,MENOTTI Cesar Luis (ARG),S,16,Oscar ORTIZ,,O60'
279,2217,FRG,SCHOEN Helmut (FRG),S,14,Dieter MUELLER,,O60'
308,428,BEL,THYS Guy (BEL),S,10,Philippe DESMET,,O60'
308,580,SCO,FERGUSON Alex (SCO),S,13,Stephen NICOL,,O60'
308,627,IRQ,EVARISTO (BRA),S,15,HASHEM NATIK,,O60'
322,152,EGY,EL GOHARY Mahmoud (EGY),S,16,Magdy TOLBA,,O60'
322,29,ARG,BILARDO Carlos (ARG),S,7,Jorge BURRUCHAGA,,O60'
337,3049,GER,VOGTS Berti (GER),S,9,Karlheinz RIEDLE,,O60'
796,3097,ESP,CLEMENTE Javier (ESP),S,12,SERGI,,O60'
1014,8732,KOR,CHA Bum Kun (KOR),S,7,KIM D. K.,,O60'
1014,8733,BEL,LEEKENS Georges (BEL),S,8,OLIVEIRA,,O60'
1014,8769,TUN,SELMI Ali (TUN),S,18,BEN SLIMANE,,O60'
1024,8780,ROU,IORDANESCU Anghel (ROU),S,16,POPESCU G.,,O60'
43950100,43950001,FRA,LEMERRE Roger (FRA),S,6,DJORKAEFF,,O60'
43950100,43950024,SVN,KATANEC Srecko (SVN),S,6,KNAVS,,O60'
43950100,43950024,SVN,KATANEC Srecko (SVN),S,18,ACIMOVIC,,O60'
43950100,43950032,POR,OLIVEIRA Antonio (POR),S,8,JOAO PINTO,,O60'
43950200,43950049,GER,VOELLER Rudi (GER),S,21,METZELDER,,O60'
43950300,43950058,GER,VOELLER Rudi (GER),S,19,SCHNEIDER,,O60'
97410100,97410006,NED,VAN BASTEN Marco (NED),S,18,V. BOMMEL,,O60'
97410100,97410008,ANG,GONCALVES Luis (ANG),S,10,AKW�,C,O60'
97410100,97410029,FRA,DOMENECH Raymond (FRA),S,11,WILTORD,,O60'
97410100,97410038,CIV,MICHEL Henri (FRA),S,2,AKALE,,O60'
97410100,97410041,ITA,LIPPI Marcello (ITA),S,11,GILARDINO ,,O60'
97410100,97410043,JPN,ZICO (BRA),S,11,MAKI,,O60'
249722,300061460,NGA,LAGERBACK Lars (SWE),S,19,OBASI,,O60'
249722,300061484,PAR,MARTINO Gerardo (ARG),S,17,TORRES,,O60'
249722,300061495,HON,MENDOZA Alexis (COL),S,9,PAVON,,O60'
249717,300061497,PAR,MARTINO Gerardo (ARG),S,10,BENITEZ,,O60'
249721,300061509,ESP,DEL BOSQUE Vicente (ESP),S,18,PEDRO,,O60'
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,8,VIDAL,,O60'
255931,300186489,URU,TABAREZ Oscar (URU),S,10,D. FORLAN,,O60'
255931,300186468,CIV,LAMOUCHI Sabri (FRA),S,12,B. WILFRIED,,O60'
255931,300186480,BEL,WILMOTS Marc (BEL),S,14,MERTENS,,O60'
255931,300186480,BEL,WILMOTS Marc (BEL),S,20,JANUZAJ,,O60'
255953,300186504,BEL,WILMOTS Marc (BEL),S,11,MIRALLAS,,O60'
255951,300186497,BEL,WILMOTS Marc (BEL),S,14,MERTENS,,O60'
255951,300186497,BEL,WILMOTS Marc (BEL),S,14,MERTENS,,O60'
255953,300186504,BEL,WILMOTS Marc (BEL),S,11,MIRALLAS,,O60'
250,1922,URU,HOHBERG Juan (URU),S,9,Victor ESPARRAGO,,O61'
251,1768,PER,DIDI (BRA),S,9,Pedro LEON,,O61'
262,1954,AUS,RASIC Rale (YUG),S,20,Branko BULJEVIC,,O61'
262,2097,SWE,ERICSON Georg (SWE),S,14,Staffan TAPPER,,O61'
262,1987,ZAI,VIDINIC Blagoje (YUG),S,7,Tshinabu WA MUNDA,,O61'
263,1983,BRA,ZAGALLO Mario (BRA),S,11,PAULO CESAR,,O61'
278,2215,AUT,SENEKOWITSCH Helmut (AUT),S,7,Josef HICKERSBERGER,,O61'
293,1012,TCH,VENGLOS Jozef (SVK),S,10,Tomas KRIZ,,O61'
293,752,HUN,MESZOLY Kalman (HUN),S,10,Laszlo KISS,,O61'
293,813,FRG,DERWALL Jupp (GER),S,3,Paul BREITNER,,O61'
308,517,SCO,FERGUSON Alex (SCO),S,20,Paul STURROCK,,O61'
308,567,FRA,MICHEL Henri (FRA),S,17,Jean-Pierre PAPIN,,O61'
322,42,AUT,HICKERSBERGER Josef (AUT),S,8,Peter ARTNER,,O61'
323,25,ARG,BILARDO Carlos (ARG),S,21,Pedro TROGLIO,,O61'
751,31,YUG,OSIM Ivica (BIH),S,8,Safet SUSIC,,O61'
337,3056,SWE,SVENSSON Tommy (SWE),S,21,Jesper BLOMQVIST,,O61'
337,3081,MAR,BLINDA Abdellah (MAR),S,8,AZZOUZI,,O61'
1014,8734,ARG,PASSARELLA Daniel (ARG),S,7,Claudio LOPEZ,,O61'
1014,8751,JPN,OKADA Takeshi (JPN),S,9,Masashi NAKAYAMA,,O61'
1014,8761,BUL,BONEV Hristo (BUL),S,10,Krassimir BALAKOV,,O61'
43950100,43950040,PAR,MALDINI Cesare (ITA),S,20,CARDOZO,,O61'
43950100,43950041,BRA,SCOLARI Luiz Felipe (BRA),S,19,JUNINHO,,O61'
43950100,43950045,TUN,SOUAYAH Ammar (TUN),S,23,CLAYTON,,O61'
43950200,43950056,ITA,TRAPATTONI Giovanni (ITA),S,7,DEL PIERO,,O61'
97410100,97410025,ITA,LIPPI Marcello (ITA),S,9,TONI,,O61'
97410100,97410028,JPN,ZICO (BRA),S,13,YANAGISAWA,,O61'
97410100,97410042,USA,ARENA Bruce (USA),S,6,CHERUNDOLO,,O61'
97410600,97410064,ITA,LIPPI Marcello (ITA),S,10,TOTTI ,,O61'
97410600,97410064,ITA,LIPPI Marcello (ITA),S,20,PERROTTA ,,O61'
249722,300061459,GRE,REHHAGEL Otto (GER),S,9,CHARISTEAS,,O61'
249722,300111112,ESP,DEL BOSQUE Vicente (ESP),S,16,SERGIO,,O61'
249722,300061482,ITA,LIPPI Marcello (ITA),S,15,MARCHISIO,,O61'
249717,300061504,KOR,HUH Jungmoo (KOR),S,13,JAESUNG,,O61'
249717,300061502,MEX,Javier AGUIRRE (MEX),S,18,A GUARDADO,,O61'
255931,300186456,CRO,KOVAC Niko (CRO),S,20,KOVA?I?,,O61'
255931,300186513,ENG,HODGSON Roy (ENG),S,11,WELBECK,,O61'
255931,300186467,AUS,POSTECOGLOU Ange (AUS),S,11,OAR,,O61'
255931,300186455,CIV,LAMOUCHI Sabri (FRA),S,9,TIOTE,,O61'
255931,300186464,BIH,SUSIC Safet (BIH),S,21,HAD�I?,,O61'
255931,300186515,FRA,DESCHAMPS Didier (FRA),S,5,SAKHO,,O61'
255931,300186476,POR,PAULO BENTO (POR),S,21,J. PEREIRA,,O61'
262,1996,URU,PORTA Roberto (URU),S,18,Walter MANTEGAZZA,,O62'
262,1987,ZAI,VIDINIC Blagoje (YUG),S,10,Kidumu MANTANTU,C,O62'
278,2451,PER,CALDERON Marcos (PER),S,19,Guillermo LA ROSA,,O62'
293,779,BEL,THYS Guy (BEL),S,2,Eric GERETS,C,O62'
293,962,YUG,MILJANIC Miljan (SRB),S,11,Zlatko VUJOVIC,,O62'
308,610,HUN,MEZEY Gyorgy (HUN),S,14,Zoltan PETER,,O62'
308,475,HUN,MEZEY Gyorgy (HUN),S,8,Antal NAGY,C,O62'
308,627,MEX,MILUTINOVIC Bora (YUG),S,18,Rafael AMADOR,,O62'
3467,393,FRG,BECKENBAUER Franz (GER),S,10,Felix MAGATH,,O62'
322,57,KOR,LEE Hoe Taik (KOR),S,7,NOH Soo Jin,,O62'
322,348,SWE,NORDIN Olle (SWE),S,21,Stefan PETTERSON,,O62'
322,290,URU,TABAREZ Oscar (URU),S,11,Ruben SOSA,,O62'
322,228,IRL,CHARLTON Jack (ENG),S,9,John ALDRIDGE,,O62'
322,228,IRL,CHARLTON Jack (ENG),S,11,Kevin SHEEDY,,O62'
751,243,ITA,VICINI Azeglio (ITA),S,13,Giuseppe GIANNINI,,O62'
337,3060,GER,VOGTS Berti (GER),S,7,M�LLER,,O62'
337,3075,BOL,Xavier AZKARGORTA URIARTE (ESP),S,15,Vladimir SORIA,,O62'
338,3088,ARG,BASILE Alfio (ARG),S,4,SENSINI,,O62'
1014,8744,ITA,MALDINI Cesare (ITA),S,9,Demetrio ALBERTINI,,O62'
1014,8752,JAM,SIMOES Rene (BRA),S,2,Stephen MALCOLM,,O62'
1014,8755,COL,GOMEZ Hernan (COL),S,6,SERNA,,O62'
1014,8757,AUT,PROHASKA Herbert (AUT),S,19,Toni POLSTER,C,O62'
1014,8768,YUG,SANTRAC Slobodan (SRB),S,10,Dragan STOJKOVIC,C,O62'
43950100,43950020,DEN,OLSEN Morten (DEN),S,7,GRAVESEN,,O62'
43950100,43950026,CHN,MILUTINOVIC Bora (YUG),S,9,M Y MA,C,O62'
43950100,43950025,CRO,JOZIC Mirko (CRO),S,14,SOLDO,,O62'
43950400,43950062,TUR,GUNES Senol (TUR),S,21,EMRE,,O62'
97410100,97410004,SWE,Lars LAGERB�CK (SWE),S,8,A. SVENSSON,,O62'
97410100,97410005,CIV,MICHEL Henri (FRA),S,2,AKALE,,O62'
97410100,97410014,TOG,PFISTER Otto (GER),S,19,ASSEMOASSA,,O62'
97410100,97410020,PAR,RUIZ LEITES Anibal (URU),S,16,RIVEROS,,O62'
97410100,97410022,CIV,MICHEL Henri (FRA),S,22,ROMARIC,,O62'
97410100,97410025,USA,ARENA Bruce (USA),S,8,DEMPSEY,,O62'
97410300,97410057,GER,J�rgen KLINSMANN (GER),S,19,SCHNEIDER,,O62'
97410400,97410062,POR,SCOLARI Luiz Felipe (BRA),S,13,MIGUEL,,O62'
249722,300061471,SRB,ANTIC Radomir (SRB),S,11,MILIJA�,,O62'
249722,300061478,DEN,OLSEN Morten (DEN),S,11,BENDTNER,,O62'
249722,300061489,POR,Carlos QUEIR�S (POR),S,20,DECO,,O62'
249722,300111112,ESP,DEL BOSQUE Vicente (ESP),S,21,SILVA,,O62'
249722,300061462,SVN,KEK Matjaz (SVN),S,9,LJUBIJANKI?,,O62'
249722,300061467,SRB,ANTIC Radomir (SRB),S,17,KRASI?,,O62'
249717,300061500,CHI,Marcelo BIELSA (ARG),S,4,ISLA,,O62'
249719,300111114,GER,LOEW Joachim (GER),S,15,TROCHOWSKI,,O62'
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,19,DIEGO COSTA,,O62'
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,20,SEREY DIE,,O62'
255931,300186481,RUS,CAPELLO Fabio (ITA),S,2,KOZLOV,,O62'
255931,300186452,MEX,HERRERA Miguel (MEX),S,10,G. DOS SANTOS,,O62'
255931,300186457,JPN,ZACCHERONI Alberto (ITA),S,14,AOYAMA,,O62'
255951,300186462,FRA,DESCHAMPS Didier (FRA),S,9,GIROUD,,O62'
255955,300186490,NED,Louis VAN GAAL (NED),S,6,DE JONG,,O62'
255951,300186462,FRA,DESCHAMPS Didier (FRA),S,9,GIROUD,,O62'
255955,300186490,NED,Louis VAN GAAL (NED),S,6,DE JONG,,O62'
250,1764,ENG,RAMSEY Alf (ENG),S,9,Bobby CHARLTON,,O63'
279,2221,AUT,SENEKOWITSCH Helmut (AUT),S,18,Walter SCHACHNER,,O63'
293,749,ARG,MENOTTI Cesar Luis (ARG),S,6,Ramon DIAZ,,O63'
293,903,ESP,SANTAMARIA Jose (URU),S,9,Jesus SATRUSTEGUI,,O63'
293,903,ESP,SANTAMARIA Jose (URU),S,16,Jose SANCHEZ,,O63'
294,879,FRG,DERWALL Jupp (GER),S,13,Uwe REINDERS,,O63'
294,920,FRA,HIDALGO Michel (FRA),S,20,Gerard SOLER,,O63'
294,877,ENG,GREENWOOD Ron (ENG),S,15,Graham RIX,,O63'
308,580,FRG,BECKENBAUER Franz (GER),S,2,Hans Peter BRIEGEL,,O63'
308,378,ESP,MUNOZ Miguel (ESP),S,21,MICHEL,,O63'
714,421,ESP,MUNOZ Miguel (ESP),S,19,JULIO SALINAS,,O63'
322,108,ROU,JENEI Emerich (ROU),S,14,Florin RADUCIOIU,,O63'
323,102,COL,MATURANA Francisco (COL),S,20,Luis FAJARDO,,O63'
337,3073,USA,MILUTINOVIC Bora (YUG),S,9,RAMOS,,O63'
337,3074,COL,MATURANA Francisco (COL),S,11,VALENCIA,,O63'
338,3087,KSA,SOLARI Jorge (ARG),S,8,Fahad AL BISHI,,O63'
338,3089,IRL,CHARLTON Jack (ENG),S,11,Steve STAUNTON,,O63'
1014,8726,CHI,ACOSTA Nelson (URU),S,5,Javier MARGAS,,O63'
1026,8786,CRO,BLAZEVIC Miroslav (BIH),S,10,Zvonimir BOBAN,C,O63'
43950100,43950005,ENG,Sven-G�ran ERIKSSON (SWE),S,7,BECKHAM,C,O63'
43950100,43950008,SVN,KATANEC Srecko (SVN),S,10,ZAHOVIC,,O63'
43950100,43950022,PAR,MALDINI Cesare (ITA),S,20,CARDOZO,,O63'
43950100,43950037,ARG,BIELSA Marcelo (ARG),S,3,SORIN,,O63'
97410100,97410007,IRN,IVANKOVIC Branko (CRO),S,8,A.KARIMI,,O63'
97410100,97410020,PAR,RUIZ LEITES Anibal (URU),S,9,SANTACRUZ,,O63'
97410100,97410044,AUS,HIDDINK Guus (NED),S,13,GRELLA,,O63'
97410100,97410046,KOR,Dick ADVOCAAT (NED),S,12,YOUNGPYO,,O63'
97410300,97410059,POR,SCOLARI Luiz Felipe (BRA),S,9,PAULETA,,O63'
97410300,97410060,BRA,PARREIRA Carlos Alberto (BRA),S,19,JUNINHO,,O63'
249722,300061453,URU,TABAREZ Oscar (URU),S,18,I.GONZALEZ,,O63'
249722,300061477,CMR,Paul LE GUEN (FRA),S,21,MATIP,,O63'
249722,300061464,ENG,CAPELLO Fabio (ITA),S,7,LENNON,,O63'
249722,300061450,MEX,Javier AGUIRRE (MEX),S,10,C BLANCO,C,O63'
249722,300061455,ARG,MARADONA Diego (ARG),S,20,M. RODRIGUEZ,,O63'
249722,300061474,DEN,OLSEN Morten (DEN),S,12,KAHLENBERG,,O63'
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),S,8,PAULINHO,,O63'
255931,300186475,GER,LOEW Joachim (GER),S,8,�ZIL,,O63'
255931,300186472,BRA,SCOLARI Luiz Felipe (BRA),S,7,HULK,,O63'
255931,300186465,URU,TABAREZ Oscar (URU),S,6,A. PEREIRA,,O63'
255931,300186464,IRN,Carlos QUEIR�S (POR),S,3,HAJI SAFI,,O63'
255931,300186515,ECU,RUEDA Reinaldo (COL),S,7,MONTERO,,O63'
262,2176,ZAI,VIDINIC Blagoje (YUG),S,14,Mayanga MAKU,,O64'
262,2098,URU,PORTA Roberto (URU),S,7,Luis CUBILLA,,O64'
263,1982,GDR,BUSCHNER Georg (GER),S,13,Reinhard LAUCK,,O64'
263,2067,GDR,BUSCHNER Georg (GER),S,13,Reinhard LAUCK,,O64'
263,2065,FRG,SCHOEN Helmut (FRG),S,18,Dieter HERZOG,,O64'
278,2197,ARG,MENOTTI Cesar Luis (ARG),S,21,Jose VALENCIA,,O64'
279,2202,POL,GMOCH Jacek (POL),S,11,Bohdan MASZTALER,,O64'
279,2252,POL,GMOCH Jacek (POL),S,8,Henryk KASPERCZAK,,O64'
279,2201,ARG,MENOTTI Cesar Luis (ARG),S,4,Daniel BERTONI,,O64'
